PODER,SECTOR,DEPARTAMENTO,PROVINCIA,DISTRITO,ENTIDAD
Gobiernos Regionales,Otros,LA LIBERTAD,TRUJILLO,TRUJILLO,Gerencia Regional de Transportes y Comunicaciones de La Libertad (GRTCLL)
Gobiernos Regionales,Otros,HUANCAVELICA,ANGARAES,LIRCAY,GERENCIA SUB REGIONAL ANGARAES (GSRANG)
Gobiernos Regionales,Otros,AMAZONAS,BAGUA,ARAMANGO,Gerencia Sub Regional Bagua - GRAMAZONAS (GSRB)
Gobiernos Regionales,Otros,CAJAMARCA,CHOTA,CHOTA,Gerencia Sub Regional Chota (GSRCH)
Gobiernos Regionales,Otros,CAJAMARCA,CUTERVO,CUTERVO,GERENCIA SUB REGIONAL CUTERVO (GSRCutervo)
Gobiernos Regionales,Otros,LORETO,ALTO AMAZONAS,YURIMAGUAS,Gerencia Sub Regional de Alto Amazonas (GSRAA)
Gobiernos Regionales,Otros,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,GERENCIA SUB REGIONAL DE CASTROVIRREYNA (GSRC)
Gobiernos Regionales,Otros,HUANCAVELICA,TAYACAJA,PAMPAS,GERENCIA SUB REGIONAL DE TAYACAJA (GSRT)
Gobiernos Regionales,Otros,CAJAMARCA,JAEN,JAEN,GERENCIA SUB REGIONAL JAEN (GSRJAEN)
Gobiernos Regionales,Otros,PIURA,SULLANA,SULLANA,Gerencia Sub Regional Luciano Castillo Colonna (GSRLCC - GRPIURA)
Gobiernos Regionales,Otros,PIURA,MORROPON,CHULUCANAS,GERENCIA SUB REGIONAL MORROPÓN HUANCABAMBA (GSRMH)
Gobiernos Regionales,Otros,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,Gerencia Sub Regional Utcubamba (GSRU)
Gobiernos Regionales,Otros,SAN MARTIN,SAN MARTIN,TARAPOTO,Gerencia Territorial Bajo Mayo - Tarapoto (GTBM-T)
Gobiernos Regionales,Otros,SAN MARTIN,MARISCAL CACERES,JUANJUI,GERENCIA TERRITORIAL HUALLAGA CENTRAL - JUANJUI (GTHC-J)
Gobiernos Regionales,Otros,JUNIN,HUANCAYO,HUANCAYO,Gobierno Regional  Junín (GRJ)
Gobiernos Regionales,Otros,TUMBES,TUMBES,TUMBES,Gobierno Regional  Tumbes (GR-Tumbes)
Gobiernos Regionales,Otros,CAJAMARCA,CAJAMARCA,CAJAMARCA,Gobierno Regional Cajamarca (GRC)
Gobiernos Regionales,Otros,CUSCO,CUSCO,WANCHAQ,Gobierno Regional Cusco (GRCusco)
Gobiernos Regionales,Otros,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,Gobierno Regional de Amazonas (GR-Amazonas)
Gobiernos Regionales,Otros,ANCASH,HUARAZ,INDEPENDENCIA,Gobierno Regional de Ancash (GRA)
Gobiernos Regionales,Otros,APURIMAC,ABANCAY,ABANCAY,Gobierno Regional de Apurimac (GR-Apurimac)
Gobiernos Regionales,Otros,AREQUIPA,AREQUIPA,AREQUIPA,Gobierno Regional de Arequipa (GRA)
Gobiernos Regionales,Otros,AYACUCHO,HUAMANGA,AYACUCHO,Gobierno Regional de Ayacucho (GR-Ayacucho)
Gobiernos Regionales,Otros,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,Gobierno Regional de Huancavelica (GR-Huancavelica)
Gobiernos Regionales,Otros,HUANUCO,HUANUCO,AMARILIS,Gobierno Regional de Huánuco (GOREHCO)
Gobiernos Regionales,Otros,ICA,ICA,ICA,Gobierno Regional de Ica (GORE-ICA)
Gobiernos Regionales,Otros,LA LIBERTAD,TRUJILLO,TRUJILLO,Gobierno Regional de La Libertad (GRLL)
Gobiernos Regionales,Otros,LAMBAYEQUE,CHICLAYO,CHICLAYO,Gobierno Regional de Lambayeque (GR-Lambayeque)
Gobiernos Regionales,Otros,LIMA,HUAURA,SANTA MARIA,Gobierno Regional de Lima (GRL)
Gobiernos Regionales,Otros,LORETO,MAYNAS,BELEN,Gobierno Regional de Loreto (GOREL)
Gobiernos Regionales,Otros,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,Gobierno Regional de Madre de Dios (GOREMAD)
Gobiernos Regionales,Otros,PIURA,PIURA,PIURA,Gobierno Regional de Piura (GR-Piura)
Gobiernos Regionales,Otros,PUNO,PUNO,PUNO,Gobierno Regional de Puno (GR-Puno)
Gobiernos Regionales,Otros,TACNA,TACNA,TACNA,Gobierno Regional de Tacna (G.R.TACNA)
Gobiernos Regionales,Otros,UCAYALI,CORONEL PORTILLO,CALLARIA,Gobierno Regional de Ucayali (GR-Ucayali)
Gobiernos Regionales,Otros,CALLAO,CALLAO,CALLAO,Gobierno Regional del Callao (GR-Callao)
Gobiernos Regionales,Otros,LA LIBERTAD,TRUJILLO,TRUJILLO,Gobierno Regional La Libertad-Gerencia Regional de Agricultura (GRLL- GRSA)
Gobiernos Regionales,Otros,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,Gobierno Regional Moquegua (GRM)
Gobiernos Regionales,Otros,PASCO,PASCO,YANACANCHA,GOBIERNO REGIONAL PASCO (GOREPA)
Gobiernos Regionales,Otros,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,Gobierno Regional San Martín (GORESAM)
Gobiernos Regionales,Otros,CUSCO,CUSCO,SANTIAGO,HOSPITAL ANTONIO LORENA CUSCO (HAL CUSCO)
Gobiernos Regionales,Otros,LA LIBERTAD,TRUJILLO,TRUJILLO,Hospital Belen de Trujillo (HBT)
Gobiernos Regionales,Otros,NULL,HUAYLAS,CARAZ,Hospital de Apoyo Caraz - Red Caraz - HAC (HAC)
Gobiernos Regionales,Otros,NULL,SIHUAS,SIHUAS,Hospital de Apoyo de Sihuas - Sector Salud - HAS (HAS)
Gobiernos Regionales,Otros,AMAZONAS,BAGUA,NULL,HOSPITAL DE APOYO GUSTAVO LANATTA LUJAN BAGUA (HAB)
Gobiernos Regionales,Otros,PIURA,PAITA,PAITA,Hospital de Apoyo II-1  Nuestra señora de las Mercedes de Paita (HLMP)
Gobiernos Regionales,Otros,PIURA,SULLANA,SULLANA,HOSPITAL DE APOYO II-2 SULLANA (HAS)
Gobiernos Regionales,Otros,NULL,SULLANA,SULLANA,Hospital de Apoyo III Sullana (HAS)
Gobiernos Regionales,Otros,NULL,CASMA,CASMA,Hospital de Apoyo San Ignacio de Casma - HASIC (HASIC)
Gobiernos Regionales,Otros,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,Hospital de Apoyo San José (HSJ-C)
Gobiernos Regionales,Otros,HUANUCO,LEONCIO PRADO,RUPA-RUPA,Hospital de Tingo María (HTM)
Gobiernos Regionales,Otros,LIMA,NULL,NULL,Hospital Huacho y Red de Salud Huaura Oyón (HHRSHO)
Gobiernos Regionales,Otros,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,HOSPITAL II SANTA ROSA DE PUERTO MALDONADO (HOSPITALII)
Gobiernos Regionales,Otros,AREQUIPA,AREQUIPA,AREQUIPA,HOSPITAL III REGIONAL HONORIO DELGADO (HRHD)
Gobiernos Regionales,Otros,LORETO,MAYNAS,IQUITOS,Hospital Iquitos César Garayar García (H.A.I.)
Gobiernos Regionales,Otros,ANCASH,SANTA,CHIMBOTE,HOSPITAL LA CALETA - HLC (HLC)
Gobiernos Regionales,Otros,CUSCO,CUSCO,CUSCO,HOSPITAL REGIONAL CUSCO (HRCUSCO)
Gobiernos Regionales,Otros,AYACUCHO,HUAMANGA,AYACUCHO,HOSPITAL REGIONAL DE AYACUCHO (HR MAMLL A)
Gobiernos Regionales,Otros,ICA,ICA,ICA,HOSPITAL REGIONAL DE ICA (HRICA)
Gobiernos Regionales,Otros,LORETO,MAYNAS,PUNCHANA,Hospital Regional de Loreto F.S.A.I. (HRL)
Gobiernos Regionales,Otros,JUNIN,HUANCAYO,HUANCAYO,HOSPITAL REGIONAL DOCENTE CLINICO QUIRURGICO DANIEL ALCIDES CARRION (HRDCQ DAC)
Gobiernos Regionales,Otros,JUNIN,HUANCAYO,HUANCAYO,HOSPITAL REGIONAL DOCENTE CLINICO QUIRURGICO DANIEL ALCIDES CARRION (RDCQ)
Gobiernos Regionales,Otros,LA LIBERTAD,TRUJILLO,TRUJILLO,HOSPITAL REGIONAL DOCENTE DE TRUJILLO (HRDT)
Gobiernos Regionales,Otros,JUNIN,HUANCAYO,HUANCAYO,HOSPITAL REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN (HRDMI - EC)
Gobiernos Regionales,Otros,APURIMAC,ABANCAY,ABANCAY,HOSPITAL REGIONAL GUILLERMO DIAZ DE LA VEGA (HRGDV)
Gobiernos Regionales,Otros,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,Hospital Regional Moquegua (HRM)
Gobiernos Regionales,Otros,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,HOSPITAL REGIONAL VIRGEN DE FÁTIMA - CHACHAPOYAS (HRVFCH)
Gobiernos Regionales,Otros,LIMA,CAÐETE,SAN VICENTE DE CAÐETE,HOSPITAL REZOLA - CAÑETE (HRC)
Gobiernos Regionales,Otros,NULL,CAÑETE,SAN VICENTE DE CAÑETE,Hospital Rezola Cañete (HRC)
Gobiernos Regionales,Otros,ICA,ICA,ICA,Hospital Santa María del Socorro Ica (HSMSI)
Gobiernos Regionales,Otros,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Hospital Sub Regional de Andahuaylas (HSRA)
Gobiernos Regionales,Otros,LA LIBERTAD,TRUJILLO,HUANCHACO,INSTITUCION EDUCATIVA PUBLICA MILITAR GRAN MARISCAL RAMON CASTILLA (I.E.P.M. GMRC)
Gobiernos Regionales,Otros,ICA,CHINCHA,CHINCHA ALTA,Instituto de Educación Superior Pedagógico Público San Francisco de Asís de Chincha (IESPPSFACH)
Gobiernos Regionales,Otros,LIMA,HUARAL,CHANCAY,Instituto de Educación Superior Tecnológico Público Chancay (IESTP Chancay)
Gobiernos Regionales,Otros,LA LIBERTAD,TRUJILLO,TRUJILLO,INSTITUTO REGIONAL DE ENFERMEDADES NEOPLASICAS (IREN NORTE)
Gobiernos Regionales,Otros,AREQUIPA,AREQUIPA,AREQUIPA,INSTITUTO REGIONAL DE ENFERMEDADES NEOPLASICAS DEL SUR (IREN SUR)
Gobiernos Regionales,Otros,LA LIBERTAD,TRUJILLO,TRUJILLO,"Instituto Regional de Oftalmología ""Javier Servat Univaso"" (IRO-JSU)"
Gobiernos Regionales,Otros,SAN MARTIN,SAN MARTIN,TARAPOTO,OFICINA DE OPERACIONES SALUD BAJO MAYO (OOSBM)
Gobiernos Regionales,Otros,LIMA,LIMA,LIMA,PROGRAMA DE GOBIERNO REGIONAL DE LIMA METROPOLITANA (PGRLM)
Gobiernos Regionales,Otros,AYACUCHO,HUAMANGA,AYACUCHO,PROGRAMA REGIONAL DE IRRIGACIÓN Y DESARROLLO RURAL INTEGRADO (PRIDER)
Gobiernos Regionales,Otros,PUNO,PUNO,PUNO,PROGRAMA REGIONAL DE RIEGO Y DRENAJE (PRORRIDRE-PRASTER)
Gobiernos Regionales,Otros,CAJAMARCA,CAJAMARCA,CAJAMARCA,PROGRAMAS REGIONALES (PROREGIÓN)
Gobiernos Regionales,Otros,TACNA,TACNA,TACNA,PROYECTO ESPECIAL AFIANZAMIENTO Y AMPLIACION DE LOS RECURSOS HIDRICOS DE TACNA (PET)
Gobiernos Regionales,Otros,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,Proyecto Especial Alto Mayo (PEAM)
Gobiernos Regionales,Otros,LA LIBERTAD,TRUJILLO,LA ESPERANZA,Proyecto Especial CHAVIMOCHIC (PECH)
Gobiernos Regionales,Otros,ANCASH,SANTA,NUEVO CHIMBOTE,PROYECTO ESPECIAL CHINECAS (CHINECAS)
Gobiernos Regionales,Otros,PIURA,NULL,NULL,Proyecto Especial Chira - Piura (PECHP - Piura)
Gobiernos Regionales,Otros,PIURA,MORROPON,CHULUCANAS,Proyecto Especial de Irrigación e Hidroenergético  del Alto Piura (PEIHAP)
Gobiernos Regionales,Otros,SAN MARTIN,SAN MARTIN,TARAPOTO,PROYECTO ESPECIAL HUALLAGA CENTRAL Y BAJO MAYO (PEHCBM)
Gobiernos Regionales,Otros,CAJAMARCA,CONTUMAZA,YONAN,Proyecto Especial Jequetepeque Zaña (PEJZ)
Gobiernos Regionales,Otros,MADRE DE DIOS,TAHUAMANU,IBERIA,Proyecto Especial Madre de Dios (PEMD)
Gobiernos Regionales,Otros,AREQUIPA,AREQUIPA,CAYMA,PROYECTO ESPECIAL MAJES SIGUAS - AUTORIDAD AUTONOMA DE MAJES (PEMS -AUTODEMA)
Gobiernos Regionales,Otros,LAMBAYEQUE,CHICLAYO,CHICLAYO,PROYECTO ESPECIAL OLMOS TINAJONES (PEOT)
Gobiernos Regionales,Otros,CUSCO,CUSCO,WANCHAQ,Proyecto Especial PER Plan COPESCO (COPESCO)
Gobiernos Regionales,Otros,CUSCO,CUSCO,WANCHAQ,Proyecto Especial Regional Instituto de Manejo de Agua y Medio Ambiente (PER IMA)
Gobiernos Regionales,Otros,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,PROYECTO ESPECIAL REGIONAL PASTO GRANDE (PERPG)
Gobiernos Regionales,Otros,CUSCO,CUSCO,WANCHAQ,PROYECTO ESPECIAL REGIONAL PLAN DE MEJORAMIENTO DE RIEGO EN LA SIERRA Y SELVA (PER PMI)
Gobiernos Regionales,Otros,ICA,ICA,ICA,PROYECTO ESPECIAL TAMBO CCARACOCHA (PETACC)
Gobiernos Regionales,Otros,AREQUIPA,AREQUIPA,NULL,Red de Salud Arequipa Caylloma (RSAC)
Gobiernos Regionales,Otros,AMAZONAS,BAGUA,NULL,RED DE SALUD BAGUA (DRSB)
Gobiernos Regionales,Otros,LIMA,HUAROCHIRI,SANTA EULALIA,RED DE SALUD DE HUAROCHIRÍ (RSH)
Gobiernos Regionales,Otros,HUANCAVELICA,HUANCAVELICA,ASCENSION,Red de Salud Huancavelica (RS-HVCA)
Gobiernos Regionales,Otros,ANCASH,HUARAZ,INDEPENDENCIA,Red de Salud Huaylas Sur (RSHS)
Gobiernos Regionales,Otros,ICA,ICA,ICA,Red de Salud Ica U.E 406 (RSICA)
Gobiernos Regionales,Otros,UCAYALI,PADRE ABAD,PADRE ABAD,RED DE SALUD N° 04 AGUAYTIA - SAN ALEJANDRO (RED DE SALUD N° 04 A)
Gobiernos Regionales,Otros,LA LIBERTAD,OTUZCO,OTUZCO,Red de Salud Otuzco (RSO)
Gobiernos Regionales,Otros,ANCASH,SANTA,NUEVO CHIMBOTE,RED DE SALUD PACIFICO SUR (RSPS)
Gobiernos Regionales,Otros,PUNO,PUNO,PUNO,RED DE SALUD PUNO - U.E. 405 SALUD PUNO (RSP)
Gobiernos Regionales,Otros,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,RED DE SALUD SAN IGNACIO (RSSI)
Gobiernos Regionales,Otros,TACNA,TACNA,TACNA,RED DE SALUD TACNA (RS-TACNA)
Gobiernos Regionales,Otros,LA LIBERTAD,TRUJILLO,TRUJILLO,Red de Salud Trujillo (UTES 6 TE)
Gobiernos Regionales,Otros,JUNIN,HUANCAYO,HUANCAYO,RED DE SALUD VALLE DEL MANTARO (RSVM)
Gobiernos Regionales,Otros,CUSCO,CUSCO,SANTIAGO,RED DE SERVICIOS DE SALUD CUSCO NORTE (RSSCN)
Gobiernos Regionales,Otros,CUSCO,CUSCO,SAN JERONIMO,RED DE SERVICIOS DE SALUD CUSCO SUR (RSSCS)
Gobiernos Regionales,Otros,LA LIBERTAD,JULCAN,JULCAN,RED SALUD JULCAN (R.S.J)
Gobiernos Regionales,Otros,NULL,LIMA,CHORRILLOS,Red Servicios de S . BCO.CHO.SCO. (RSS)
Gobiernos Regionales,Otros,LIMA,CAÐETE,SAN ANTONIO,Red Servicios de Salud  Chilca - Mala (RSSCHM)
Gobiernos Regionales,Otros,NULL,CAÑETE,SAN VICENTE DE CAÑETE,Red Servicios de Salud Cañete - Yauyos (RSSCY)
Gobiernos Regionales,Otros,NULL,LIMA,VILLA EL SALVADOR,"Red Servicios de Salud Villa el Salvador - Lurin, Pachacamac, Pucusana (RSSVSLP)"
Gobiernos Regionales,Otros,TACNA,TACNA,TACNA,REGION TACNA HOSPITAL DE APOYO H.UNANUE (HHUT)
Gobiernos Regionales,Otros,AREQUIPA,AREQUIPA,AREQUIPA,Servicio de Agua Potable y Alcantarillado de Arequipa (SEDAPAR S.A)
Gobiernos Regionales,Otros,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,SERVICIOS BASICOS DE SALUD CAÑETE YAUYOS (SBS CY)
Gobiernos Regionales,Otros,ANCASH,SANTA,NUEVO CHIMBOTE,SUB REGION PACIFICO (S.R.P.)
Gobiernos Regionales,Otros,ANCASH,SANTA,CHIMBOTE,Terminal Portuario de Chimbote (TPCH)
Gobiernos Regionales,Otros,LA LIBERTAD,CHEPEN,CHEPEN,U.E. 404: Utes Nº 3 Chepén - Red de Salud Chepén (RSCH)
Gobiernos Regionales,Otros,ANCASH,SANTA,NUEVO CHIMBOTE,U.E.Nº001102-SUB  REGION  PACIFICO-G.R.ANCASH (UE1102SRP)
Gobiernos Regionales,Otros,AMAZONAS,BAGUA,NULL,UGEL - 303 Educación Bagua (UGEL - 303 EDU-BAGUA)
Gobiernos Regionales,Otros,TACNA,CANDARAVE,CANDARAVE,Ugel Candarave (Ugel-C)
Gobiernos Regionales,Otros,PUNO,CARABAYA,MACUSANI,UGEL CARABAYA (UGEL - C)
Gobiernos Regionales,Otros,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,UGEL CASTROVIRREYNA (UGELC)
Gobiernos Regionales,Otros,LA LIBERTAD,CHEPEN,CHEPEN,UGEL CHEPEN (UGELCH)
Gobiernos Regionales,Otros,LORETO,Datem del Maranón,Barranca,Ugel Datem del Marañon San Lorenzo (Ugeldmsl)
Gobiernos Regionales,Otros,PUNO,EL COLLAO,ILAVE,UGEL EL COLLAO (UGELEC)
Gobiernos Regionales,Otros,LORETO,PUTUMAYO,PUTUMAYO,UGEL PUTUMAYO (U.P.)
Gobiernos Regionales,Otros,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,UGEL SAN MIGUEL (UGEL-SM)
Gobiernos Regionales,Otros,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,UGEL TAMBOPATA (UGEL TB)
Gobiernos Regionales,Otros,CUSCO,PARURO,PARURO,UGEL- DE PARURO (UGEL- DE PARURO)
Gobiernos Regionales,Otros,JUNIN,CHANCHAMAYO,PICHANAQUI,UNIDAD  DE GESTION  EDUCATIVA LOCAL DE PICHANAKI (UGEL PICHANAKI)
Gobiernos Regionales,Otros,TUMBES,ZARUMILLA,ZARUMILLA,UNIDAD DE GESTION  EDUCATIVA LOCAL  ZARUMILLA (UGEL ZARUMILLA)
Gobiernos Regionales,Otros,SAN MARTIN,RIOJA,RIOJA,UNIDAD DE GESTION  EDUCATIVA LOCAL DE RIOJA (UGEL RIOJA)
Gobiernos Regionales,Otros,CAJAMARCA,CELENDIN,CELENDIN,Unidad de Gestión Educaiva Local Celendín (UGEL CELENDIN)
Gobiernos Regionales,Otros,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,UNIDAD DE GESTIÓN EDUCALTIVA LOCAL ANTONIO RAIMONDI (UGELAR)
Gobiernos Regionales,Otros,ANCASH,HUAYLAS,CARAZ,UNIDAD DE GESTIÓN EDUCALTIVA LOCAL HUAYLAS (UGEL HY)
Gobiernos Regionales,Otros,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,Unidad de Gestion Educativa de Utcubamba (UGEL-UTCUBAMBA)
Gobiernos Regionales,Otros,LA LIBERTAD,OTUZCO,OTUZCO,Unidad de Gestion Educativa Local  - Otuzco (UGEL O)
Gobiernos Regionales,Otros,PIURA,TALARA,NULL,Unidad de Gestión Educativa Local  de Talara  N°306 (UGEL Talara)
Gobiernos Regionales,Otros,LIMA,YAUYOS,YAUYOS,UNIDAD DE GESTION EDUCATIVA LOCAL  N° 13 YAUYOS (UGEL N° 13 YAUYOS)
Gobiernos Regionales,Otros,CAJAMARCA,CAJABAMBA,CAJABAMBA,UNIDAD DE GESTION EDUCATIVA LOCAL -  CAJABAMBA (UGEL - CAJABAMBA)
Gobiernos Regionales,Otros,CAJAMARCA,CAJAMARCA,CAJAMARCA,UNIDAD DE GESTIÓN EDUCATIVA LOCAL - CAJAMARCA (UGEL-C)
Gobiernos Regionales,Otros,ANCASH,CARHUAZ,CARHUAZ,Unidad de Gestión Educativa Local - Carhuaz (UGEL Carhuaz)
Gobiernos Regionales,Otros,LA LIBERTAD,GRAN CHIMU,CASCAS,UNIDAD DE GESTION EDUCATIVA LOCAL - GRAN CHIMU (UGEL GRAN CHIMU)
Gobiernos Regionales,Otros,JUNIN,HUANCAYO,EL TAMBO,UNIDAD DE GESTION EDUCATIVA LOCAL - HUANCAYO (UGEL - HYO)
Gobiernos Regionales,Otros,CUSCO,LA CONVENCION,SANTA ANA,Unidad de Gestión Educativa Local - La Convención (UGEL La Convención)
Gobiernos Regionales,Otros,AYACUCHO,PARINACOCHAS,CORACORA,Unidad de Gestión Educativa Local - Parinacochas (UGEL-P)
Gobiernos Regionales,Otros,LA LIBERTAD,VIRU,VIRU,Unidad de Gestión Educativa Local - Viru (UGEL VIRÚ)
Gobiernos Regionales,Otros,LA LIBERTAD,TRUJILLO,EL PORVENIR,UNIDAD DE GESTION EDUCATIVA LOCAL 01 EL PORVENIR (UGEL 01 EP)
Gobiernos Regionales,Otros,LA LIBERTAD,TRUJILLO,TRUJILLO,Unidad de Gestión Educativa Local 03 - Trujillo Nor Oeste (UGEL 03 - TNO)
Gobiernos Regionales,Otros,LIMA,CAÐETE,SAN VICENTE DE CAÐETE,Unidad de Gestion Educativa Local 08 Cañete (UGEL08Cañete)
Gobiernos Regionales,Otros,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,UNIDAD DE GESTION EDUCATIVA LOCAL AREQUIPA SUR (UGEL AS)
Gobiernos Regionales,Otros,PIURA,AYABACA,AYABACA,UNIDAD DE GESTION EDUCATIVA LOCAL AYABACA  UNIDAD EJECUTORA 308 (UGEL  AYABACA)
Gobiernos Regionales,Otros,CAJAMARCA,HUALGAYOC,BAMBAMARCA,Unidad de Gestión Educativa Local Bambamarca (UE 307)
Gobiernos Regionales,Otros,ANCASH,CASMA,CASMA,UNIDAD DE GESTIÓN EDUCATIVA LOCAL CASMA (UGEL CASMA)
Gobiernos Regionales,Otros,CAJAMARCA,CHOTA,CHOTA,UNIDAD DE GESTION EDUCATIVA LOCAL CHOTA (UGEL CHOTA)
Gobiernos Regionales,Otros,APURIMAC,COTABAMBAS,TAMBOBAMBA,UNIDAD DE GESTION EDUCATIVA LOCAL COTABAMBAS (UGEL COTABAMBAS)
Gobiernos Regionales,Otros,CUSCO,CUSCO,CUSCO,UNIDAD DE GESTION EDUCATIVA LOCAL CUSCO (UGEL CUSCO)
Gobiernos Regionales,Otros,CAJAMARCA,CUTERVO,CUTERVO,UNIDAD DE GESTION EDUCATIVA LOCAL CUTERVO (UGEL CUTERVO)
Gobiernos Regionales,Otros,LORETO,ALTO AMAZONAS,YURIMAGUAS,Unidad de Gestión Educativa Local de Alto Amazonas (UGELAA - YURIMAGUAS)
Gobiernos Regionales,Otros,HUANUCO,AMBO,AMBO,UNIDAD DE GESTION EDUCATIVA LOCAL DE AMBO (UGELAMBO)
Gobiernos Regionales,Otros,LA LIBERTAD,ASCOPE,ASCOPE,UNIDAD DE GESTION EDUCATIVA LOCAL DE ASCOPE (UGEL - ASCOPE)
Gobiernos Regionales,Otros,UCAYALI,ATALAYA,RAYMONDI,Unidad de Gestion Educativa Local de Atalaya (UGEL - ATALAYA)
Gobiernos Regionales,Otros,CUSCO,CALCA,CALCA,Unidad de Gestión Educativa Local de Calca (UGEL CALCA)
Gobiernos Regionales,Otros,ICA,CHINCHA,CHINCHA ALTA,Unidad de Gestión Educativa Local de Chincha (UGELCH)
Gobiernos Regionales,Otros,UCAYALI,CORONEL PORTILLO,CALLARIA,UNIDAD DE GESTION EDUCATIVA LOCAL DE CORONEL PORTILLO (UGEL -CP)
Gobiernos Regionales,Otros,HUANUCO,DOS DE MAYO,LA UNION,UNIDAD DE GESTION EDUCATIVA LOCAL DE DOS DE MAYO (UGEL DOS DE MAYO)
Gobiernos Regionales,Otros,AYACUCHO,VICTOR FAJARDO,HUANCAPI,UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE FAJARDO (UGELF)
Gobiernos Regionales,Otros,APURIMAC,GRAU,CHUQUIBAMBILLA,Unidad de Gestion Educativa Local de Grau (Ugel Grau)
Gobiernos Regionales,Otros,AYACUCHO,HUANCA SANCOS,SANCOS,UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE HUANCA SANCOS (UGELHS)
Gobiernos Regionales,Otros,ANCASH,HUARMEY,HUARMEY,UNIDAD DE GESTION EDUCATIVA LOCAL DE HUARMEY (UGEL Huarmey)
Gobiernos Regionales,Otros,AREQUIPA,ISLAY,MOLLENDO,UNIDAD DE GESTION EDUCATIVA LOCAL DE ISLAY (UGELI)
Gobiernos Regionales,Otros,LA LIBERTAD,JULCAN,JULCAN,UNIDAD DE GESTION EDUCATIVA LOCAL DE JULCAN (UGEL-JULCAN)
Gobiernos Regionales,Otros,AYACUCHO,LUCANAS,PUQUIO,Unidad de Gestion Educativa Local de Lucanas (UGEL LUCANAS)
Gobiernos Regionales,Otros,HUANUCO,MARAÐON,NULL,UNIDAD DE GESTION EDUCATIVA LOCAL DE MARAÑON (UGELMARAÑON)
Gobiernos Regionales,Otros,PUNO,MOHO,MOHO,UNIDAD DE GESTION EDUCATIVA LOCAL DE MOHO (UGEL MOHO)
Gobiernos Regionales,Otros,PASCO,OXAPAMPA,OXAPAMPA,UNIDAD DE GESTIÓN EDUCATIVA LOCAL DE OXAPAMPA (UGEL OXAPAMPA)
Gobiernos Regionales,Otros,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,Unidad de Gestion Educativa Local de Pacasmayo (UGEL PACASMAYO)
Gobiernos Regionales,Otros,ICA,PALPA,PALPA,Unidad de Gestión Educativa Local de Palpa (UGELP)
Gobiernos Regionales,Otros,LA LIBERTAD,PATAZ,TAYABAMBA,UNIDAD DE GESTION EDUCATIVA LOCAL DE PATAZ (UGEL-Pataz)
Gobiernos Regionales,Otros,UCAYALI,PURUS,PURUS,UNIDAD DE GESTION EDUCATIVA LOCAL DE PURUS (UGEL PURUS)
Gobiernos Regionales,Otros,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,Unidad de Gestión Educativa Local de Sánchez Carrión (UGEL-Sánchez Carrión)
Gobiernos Regionales,Otros,PIURA,SULLANA,SULLANA,Unidad de Gestión Educativa Local de Sullana (UGEL.S)
Gobiernos Regionales,Otros,LORETO,UCAYALI,CONTAMANA,UNIDAD DE GESTION EDUCATIVA LOCAL DE UCAYALI (CONTAMANA)
Gobiernos Regionales,Otros,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,Unidad de Gestión Educativa Local de Vilcas Huaman. (UGEL VH)
Gobiernos Regionales,Otros,HUANUCO,YAROWILCA,CHAVINILLO,UNIDAD DE GESTION EDUCATIVA LOCAL DE YAROWILCA (UGELYAROWILCA)
Gobiernos Regionales,Otros,PIURA,HUANCABAMBA,HUANCABAMBA,Unidad de Gestión Educativa Local Huancabamba Ejecutora N° 309 (UGEL Huancabamba)
Gobiernos Regionales,Otros,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,Unidad de Gestion Educativa Local Huancavelica (UGELHVCA)
Gobiernos Regionales,Otros,AYACUCHO,HUANTA,HUANTA,Unidad de Gestión Educativa Local Huanta (UGEL Huanta)
