PODER,SECTOR,DEPARTAMENTO,PROVINCIA,DISTRITO,ENTIDAD
Municipalidades,Otros,Apurimac,ANDAHUAYLAS,HUAYANA,Municipalidad Distrital de Huayana (MDHuayana)
Municipalidades,Otros,ANCASH,HUAYLAS,HUAYLAS,Municipalidad Distrital de Huaylas (MD-HUAYLAS)
Municipalidades,Otros,LA LIBERTAD,PATAZ,HUAYLILLAS,Municipalidad Distrital de Huaylillas
Municipalidades,Otros,ANCASH,SIHUAS,HUAYLLABAMBA,Municipalidad Distrital de Huayllabamba (MDH)
Municipalidades,Otros,CUSCO,URUBAMBA,HUAYLLABAMBA,Municipalidad Distrital de Huayllabamba - Cusco (MD-Huayllabamba)
Municipalidades,Otros,Ancash,BOLOGNESI,HUAYLLACAYAN,Municipalidad Distrital de Huayllacayan (HUAYLLACAYAN)
Municipalidades,Otros,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,Municipalidad Distrital de Huayllahuara (MD-Huayllahuara)
Municipalidades,Otros,Ancash,POMABAMBA,HUAYLLAN,Municipalidad Distrital de Huayllan
Municipalidades,Otros,ANCASH,RECUAY,HUAYLLAPAMPA,Municipalidad Distrital de Huayllapampa (MD-HUAYLLAPAMPA)
Municipalidades,Otros,Apurimac,GRAU,HUAYLLATI,Municipalidad Distrital de Huayllati
Municipalidades,Otros,PASCO,PASCO,HUAYLLAY,Municipalidad Distrital de Huayllay (MD-Huayllay)
Municipalidades,Otros,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,Municipalidad Distrital de Huayllay  Grande (MD-HuayllayGrande)
Municipalidades,Otros,Apurimac,AYMARAES,HUAYLLO,Municipalidad Distrital de Huayllo
Municipalidades,Otros,Arequipa,LA UNION,HUAYNACOTAS,Municipalidad Distrital de Huaynacotas (MD - HUAYNACOTAS)
Municipalidades,Otros,LA LIBERTAD,PATAZ,HUAYO,Municipalidad Distrital de Huayo
Municipalidades,Otros,CUSCO,LA CONVENCION,HUAYOPATA,Municipalidad Distrital de Huayopata (MDH)
Municipalidades,Otros,PUNO,MOHO,HUAYRAPATA,Municipalidad Distrital de Huayrapata
Municipalidades,Otros,JUNIN,HUANCAYO,HUAYUCACHI,Municipalidad Distrital de Huayucachi (MDHchi.)
Municipalidades,Otros,MADRE DE DIOS,MANU,HUEPETUHE,Municipalidad Distrital de Huepetuhe (MD-Huepetuhe)
Municipalidades,Otros,JUNIN,JAUJA,HUERTAS,Municipalidad Distrital de Huertas
Municipalidades,Otros,SAN MARTIN,MARISCAL CACERES,HUICUNGO,Municipalidad Distrital de Huicungo (MDH)
Municipalidades,Otros,SAN MARTIN,SAN MARTIN,HUIMBAYOC,Municipalidad Distrital de Huimbayoc
Municipalidades,Otros,ICA,PISCO,HUMAY,Municipalidad Distrital de Humay (MDHumay)
Municipalidades,Otros,MADRE DE DIOS,TAHUAMANU,IBERIA,Municipalidad Distrital de Iberia (MDI)
Municipalidades,Otros,Cajamarca,SAN MARCOS,ICHOCAN,Municipalidad Distrital de Ichocan (MD - ICHOCAN)
Municipalidades,Otros,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,Municipalidad Distrital de Ichuña (MDI)
Municipalidades,Otros,Arequipa,CAYLLOMA,ICHUPAMPA,Municipalidad Distrital de Ichupampa
Municipalidades,Otros,PIURA,SULLANA,IGNACIO ESCUDERO,Municipalidad Distrital de Ignacio Escudero (MDIE)
Municipalidades,Otros,Ayacucho,HUANTA,IGUAIN,Municipalidad Distrital de Iguain (MDI)
Municipalidades,Otros,LIMA,HUARAL,IHUARI,Municipalidad Distrital de Ihuari (MDI)
Municipalidades,Otros,TACNA,JORGE BASADRE,ILABAYA,Municipalidad Distrital de Ilabaya (M.D.I.)
Municipalidades,Otros,AMAZONAS,BAGUA,IMAZA,MUNICIPALIDAD DISTRITAL DE IMAZA (MDI)
Municipalidades,Otros,LIMA,CAÑETE,IMPERIAL,Municipalidad Distrital de Imperial (MDI)
Municipalidades,Otros,LORETO,UCAYALI,INAHUAYA,Municipalidad Distrital de Inahuaya
Municipalidades,Otros,MADRE DE DIOS,TAMBOPATA,INAMBARI,Municipalidad Distrital de Inambari (MDI)
Municipalidades,Otros,LAMBAYEQUE,FERREÑAFE,INCAHUASI,Municipalidad Distrital de Incahuasi
Municipalidades,Otros,PUNO,HUANCANE,INCHUPALLA,Municipalidad Distrital de Inchupalla
Municipalidades,Otros,TACNA,TACNA,INCLAN,Municipalidad Distrital de Inclan (MD - INCLAN)
Municipalidades,Otros,ICA,PISCO,INDEPENDENCIA,Municipalidad Distrital de Independencia (MDIndependencia)
Municipalidades,Otros,Ayacucho,VILCAS HUAMAN,INDEPENDENCIA,Municipalidad Distrital de Independencia - Ayacucho (MDIndependencia)
Municipalidades,Otros,Ancash,HUARAZ,INDEPENDENCIA,Municipalidad Distrital de Independencia - Huaraz (MDI)
Municipalidades,Otros,LIMA,LIMA,INDEPENDENCIA,Municipalidad Distrital de Independencia - LIMA (MDI)
Municipalidades,Otros,LORETO,MAYNAS,INDIANA,Municipalidad Distrital de Indiana (MDI)
Municipalidades,Otros,JUNIN,HUANCAYO,INGENIO,Municipalidad Distrital de Ingenio (MDI)
Municipalidades,Otros,Amazonas,LUYA,INGUILPATA,Municipalidad Distrital de Inguilpata (MD-INGUILPATA)
Municipalidades,Otros,CUSCO,LA CONVENCION,INKAWASI,MUNICIPALIDAD DISTRITAL DE INKAWASI (MDI)
Municipalidades,Otros,UCAYALI,CORONEL PORTILLO,IPARIA,Municipalidad Distrital de Iparia (MDI)
Municipalidades,Otros,Arequipa,CONDESUYOS,IRAY,Municipalidad Distrital de Iray
Municipalidades,Otros,UCAYALI,PADRE ABAD,IRAZOLA,Municipalidad Distrital de Irazola (MDI-San Alejandro)
Municipalidades,Otros,AREQUIPA,ISLAY,ISLAY,Municipalidad Distrital de Islay (MDI)
Municipalidades,Otros,TACNA,JORGE BASADRE,ITE,Municipalidad Distrital de Ite (MDI.)
Municipalidades,Otros,PUNO,CARABAYA,ITUATA,Municipalidad Distrital de Ituata
Municipalidades,Otros,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,Municipalidad Distrital de Izcuchaca (MD-Izcuchaca)
Municipalidades,Otros,HUANUCO,YAROWILCA,JACAS CHICO,Municipalidad Distrital de Jacas Chico (MD-JacasChico)
Municipalidades,Otros,HUANUCO,HUAMALIES,JACAS GRANDE,Municipalidad Distrital de Jacas Grande (MD-JacasGrande)
Municipalidades,Otros,AMAZONAS,CHACHAPOYAS,LA JALCA,Municipalidad Distrital de Jalca Grande (MD-JGRANDE)
Municipalidades,Otros,Amazonas,UTCUBAMBA,JAMALCA,Municipalidad Distrital de Jamalca (MD-JAMALCA)
Municipalidades,Otros,Ancash,HUARAZ,JANGAS,Municipalidad Distrital de Jangas (MD-Jangas)
Municipalidades,Otros,JUNIN,JAUJA,JANJAILLO,Municipalidad Distrital de Janjaillo
Municipalidades,Otros,Arequipa,CARAVELI,JAQUI,Municipalidad Distrital de Jaqui
Municipalidades,Otros,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,Municipalidad Distrital de Jayanca (MDJ - Jayanca)
Municipalidades,Otros,Amazonas,BONGARA,JAZAN,Municipalidad Distrital de Jazan (MD-JAZAN)
Municipalidades,Otros,LORETO,ALTO AMAZONAS,JEBEROS,Municipalidad Distrital de Jeberos
Municipalidades,Otros,SAN MARTIN,MOYOBAMBA,JEPELACIO,Municipalidad Distrital de Jepelacio (MDJ)
Municipalidades,Otros,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,Municipalidad Distrital de Jequetepeque (MDJ)
Municipalidades,Otros,Cajamarca,CAJAMARCA,JESUS,Municipalidad Distrital de Jesús (MDJ)
Municipalidades,Otros,LIMA,LIMA,JESUS MARIA,Municipalidad Distrital de Jesús María (MDJM)
Municipalidades,Otros,AYACUCHO,HUAMANGA,JESUS NAZARENO,Municipalidad Distrital de Jesús Nazareno (MD Jesús Nazareno)
Municipalidades,Otros,PIURA,AYABACA,JILILI,Municipalidad Distrital de Jilili (MDJilili)
Municipalidades,Otros,HUANUCO,HUAMALIES,JIRCAN,Municipalidad Distrital de Jircan (MD-Jircan)
Municipalidades,Otros,HUANUCO,LAURICOCHA,JIVIA,Municipalidad Distrital de Jivia (MD-Jivia)
Municipalidades,Otros,Cajamarca,CELENDIN,JORGE CHAVEZ,Municipalidad Distrital de Jorge Chávez (MDJCH)
Municipalidades,Otros,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,Municipalidad Distrital de José Crespo y Castillo (MDJCC-A)
Municipalidades,Otros,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,Municipalidad Distrital de José Domingo Choquehuanca
Municipalidades,Otros,Cajamarca,CELENDIN,JOSE GALVEZ,Municipalidad Distrital de José Galvez (MDJG)
Municipalidades,Otros,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,Municipalidad Distrital de José Leonardo Ortiz (MDJLO)
Municipalidades,Otros,Arequipa,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,Municipalidad Distrital de José Luis Bustamante y Rivero (MD - JLBYR)
Municipalidades,Otros,Cajamarca,SAN MARCOS,JOSE MANUEL QUIROZ,Municipalidad Distrital de José Manuel Quiroz (MDJMQ)
Municipalidades,Otros,Arequipa,CAMANA,JOSE MARIA QUIMPER,Municipalidad Distrital de José Maria Quimper
Municipalidades,Otros,Cajamarca,SAN MARCOS,JOSE SABOGAL,Municipalidad Distrital de José Sabogal (MDJS)
Municipalidades,Otros,Apurimac,ANTABAMBA,JUAN ESPINOZA MEDRANO,Municipalidad Distrital de Juan Espinoza Medrano
Municipalidades,Otros,SAN MARTIN,SAN MARTIN,JUAN GUERRA,Municipalidad Distrital de Juan Guerra
Municipalidades,Otros,HUANCAVELICA,ANGARAES,JULCAMARCA,Municipalidad Distrital de Julcamarca (MD-Julcamarca)
Municipalidades,Otros,JUNIN,JAUJA,JULCAN,Municipalidad Distrital de Julcan
Municipalidades,Otros,Apurimac,AYMARAES,JUSTO APU SAHUARAURA,Municipalidad Distrital de Justo Apu Sahuaraura (MDJAS)
Municipalidades,Otros,LAMBAYEQUE,FERREÑAFE,CAÑARIS,Municipalidad Distrital de Kañaris (MDK)
Municipalidades,Otros,Apurimac,ANDAHUAYLAS,KAQUIABAMBA,Municipalidad Distrital de Kaquiabamba (MDKaquiabamba)
Municipalidades,Otros,PUNO,CHUCUITO,KELLUYO,Municipalidad Distrital de Kelluyo
Municipalidades,Otros,Cusco,LA CONVENCION,QUIMBIRI,Municipalidad Distrital de Kimbiri (MDK)
Municipalidades,Otros,Apurimac,ANDAHUAYLAS,KISHUARA,Municipalidad Distrital de Kishuara
Municipalidades,Otros,Cusco,PAUCARTAMBO,KOSÑIPATA,Municipalidad Distrital de Kosñipata
Municipalidades,Otros,Cusco,CANAS,KUNTURKANKI,Municipalidad Distrital de Kunturkanki
Municipalidades,Otros,PIURA,PIURA,LA ARENA,Municipalidad Distrital de La Arena (MDLA)
Municipalidades,Otros,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,Municipalidad Distrital de La Banda de Shilcayo (MDBSH)
Municipalidades,Otros,MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,Municipalidad Distrital de La Capilla
Municipalidades,Otros,CAJAMARCA,SAN IGNACIO,LA COIPA,Municipalidad Distrital de la Coipa (MDLC)
Municipalidades,Otros,TUMBES,TUMBES,LA CRUZ,Municipalidad Distrital de La Cruz (MDLC)
Municipalidades,Otros,LA LIBERTAD,OTUZCO,LA CUESTA,Municipalidad Distrital de La Cuesta (MDLC)
Municipalidades,Otros,LA LIBERTAD,TRUJILLO,LA ESPERANZA,Municipalidad Distrital de La Esperanza (MDE)
Municipalidades,Otros,Cajamarca,SAN MIGUEL,LA FLORIDA,Municipalidad Distrital de La Florida (MDLaFlorida)
Municipalidades,Otros,PIURA,PAITA,LA HUACA,Municipalidad Distrital de La Huaca (MD - LAHUACA)
Municipalidades,Otros,Ancash,HUARAZ,LA LIBERTAD,Municipalidad Distrital de La Libertad (MD-LALIBERTAD)
Municipalidades,Otros,Cajamarca,CELENDIN,LA LIBERTAD DE PALLAN,Municipalidad Distrital de la Libertad de Pallan
Municipalidades,Otros,PIURA,MORROPON,LA MATANZA,Municipalidad Distrital de La Matanza (MDLM)
Municipalidades,Otros,HUANCAVELICA,CHURCAMPA,LA MERCED,Municipalidad Distrital de La Merced (MD-LaMerced)
Municipalidades,Otros,Ancash,AIJA,LA MERCED,Municipalidad Distrital de La Merced (MDLM)
Municipalidades,Otros,LIMA,LIMA,LA MOLINA,Municipalidad Distrital de la Molina (Munimolina)
Municipalidades,Otros,ANCASH,CORONGO,LA PAMPA,Municipalidad Distrital de La Pampa
Municipalidades,Otros,AMAZONAS,BAGUA,LA PECA,Municipalidad Distrital de La Peca (MD-LaPeca)
Municipalidades,Otros,CALLAO,CALLAO,LA PERLA,Municipalidad Distrital de La Perla (MDLP)
Municipalidades,Otros,Ancash,BOLOGNESI,LA PRIMAVERA,Municipalidad Distrital de La Primavera (MD-LAPRIMAVERA)
Municipalidades,Otros,CALLAO,CALLAO,LA PUNTA,Municipalidad Distrital de La Punta (MDLP)
Municipalidades,Otros,Cajamarca,CUTERVO,LA RAMADA,Municipalidad Distrital de La Ramada
Municipalidades,Otros,ICA,ICA,LA TINGUIÑA,Municipalidad Distrital de La Tinguiña (MDLT)
Municipalidades,Otros,PIURA,PIURA,LA UNION,Municipalidad Distrital de La Union (MDLU)
Municipalidades,Otros,LAMBAYEQUE,CHICLAYO,LA VICTORIA,Municipalidad Distrital de La Victoria - Chiclayo (MDLV)
Municipalidades,Otros,LIMA,LIMA,LA VICTORIA,Municipalidad Distrital de La Victoria - Lima (MLV)
Municipalidades,Otros,MADRE DE DIOS,TAMBOPATA,LABERINTO,Municipalidad Distrital de Laberinto
Municipalidades,Otros,Ancash,PALLASCA,LACABAMBA,Municipalidad Distrital de Lacabamba
Municipalidades,Otros,LIMA,CANTA,LACHAQUI,Municipalidad Distrital de Lachaqui
Municipalidades,Otros,LAMBAYEQUE,CHICLAYO,LAGUNAS,Municipalidad Distrital de Lagunas (MDL)
Municipalidades,Otros,PIURA,AYABACA,LAGUNAS,Municipalidad Distrital de Lagunas  - Piura (MD-LAGUNAS)
Municipalidades,Otros,LORETO,ALTO AMAZONAS,LAGUNAS,Municipalidad Distrital de Lagunas - Loreto (MDLagunas)
Municipalidades,Otros,LIMA,HUAROCHIRI,LAHUAYTAMBO,Municipalidad Distrital de Lahuaytambo (MDL)
Municipalidades,Otros,Cajamarca,CHOTA,LAJAS,Municipalidad Distrital de Lajas (MDL)
Municipalidades,Otros,PIURA,HUANCABAMBA,LALAQUIZ,Municipalidad Distrital de Lalaquiz (MD - LALAQUIZ)
Municipalidades,Otros,Cusco,CALCA,LAMAY,Municipalidad Distrital de Lamay (MD-Lamay)
Municipalidades,Otros,Apurimac,ABANCAY,LAMBRAMA,Municipalidad Distrital de Lambrama
Municipalidades,Otros,Ayacucho,PAUCAR DEL SARA SARA,LAMPA,Municipalidad Distrital de Lampa (MDL)
Municipalidades,Otros,LIMA,HUARAL,LAMPIAN,Municipalidad Distrital de Lampian (MDL)
Municipalidades,Otros,PIURA,SULLANA,LANCONES,Municipalidad Distrital de Lancones (MD - LANCONES)
Municipalidades,Otros,LIMA,HUAROCHIRI,LANGA,Municipalidad Distrital de Langa
Municipalidades,Otros,Cusco,CANAS,LANGUI,Municipalidad Distrital de Langui (MDL)
Municipalidades,Otros,HUANCAVELICA,HUAYTARA,LARAMARCA,Municipalidad Distrital de Laramarca (MD-Laramarca)
Municipalidades,Otros,AYACUCHO,LUCANAS,LARAMATE,Municipalidad Distrital de Laramate (MDL)
Municipalidades,Otros,LIMA,HUAROCHIRI,LARAOS,Municipalidad Distrital de Laraos (MD - LARAOS)
Municipalidades,Otros,LIMA,YAUYOS,LARAOS,Municipalidad Distrital de Laraos - YAUYOS (MD-LARAOS)
Municipalidades,Otros,LA LIBERTAD,TRUJILLO,LAREDO,Municipalidad Distrital de Laredo (MD-LAREDO)
Municipalidades,Otros,Cusco,CALCA,LARES,Municipalidad Distrital de Lares (MD - LARES)
Municipalidades,Otros,Arequipa,CAYLLOMA,LARI,Municipalidad Distrital de Lari
Municipalidades,Otros,HUANCAVELICA,HUANCAVELICA,LARIA,Municipalidad Distrital de Laria (MD-Laria)
Municipalidades,Otros,LORETO,MAYNAS,LAS AMAZONAS,Municipalidad Distrital de Las Amazonas (MDLasAmazonas)
Municipalidades,Otros,PIURA,PIURA,LAS LOMAS,Municipalidad Distrital de Las Lomas (MDLL)
Municipalidades,Otros,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,Municipalidad Distrital de Las Piedras (MDLP)
Municipalidades,Otros,Cajamarca,JAEN,LAS PIRIAS,Municipalidad Distrital de Las Pirias
Municipalidades,Otros,Cusco,CANAS,LAYO,Municipalidad Distrital de Layo (MDL)
Municipalidades,Otros,AYACUCHO,LUCANAS,LEONCIO PRADO,Municipalidad Distrital de Leoncio Prado (MDLeoncioPrado)
Municipalidades,Otros,LIMA,HUAURA,LEONCIO PRADO,Municipalidad Distrital de Leoncio Prado (MDLP)
Municipalidades,Otros,JUNIN,JAUJA,LEONOR ORDOÑEZ,Municipalidad Distrital de Leonor Ordoñez (MDLO)
Municipalidades,Otros,Amazonas,CHACHAPOYAS,LEVANTO,Municipalidad Distrital de Levanto (MD-LEVANTO)
Municipalidades,Otros,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,Municipalidad Distrital de Leymebamba (MD-LEYMEBAMBA)
Municipalidades,Otros,AMAZONAS,RODRIGUEZ DE MENDO,LIMABAMBA,Municipalidad Distrital de Limabamba (MD-LIMABAMBA)
Municipalidades,Otros,Cusco,ANTA,LIMATAMBO,Municipalidad Distrital de Limatambo
Municipalidades,Otros,PUNO,SANDIA,LIMBANI,Municipalidad Distrital de Limbani (MDL)
Municipalidades,Otros,LIMA,LIMA,LINCE,Municipalidad Distrital de Lince (MDL)
Municipalidades,Otros,LIMA,YAUYOS,LINCHA,Municipalidad Distrital de Lincha
Municipalidades,Otros,Cusco,CHUMBIVILCAS,LIVITACA,Municipalidad Distrital de Livitaca
Municipalidades,Otros,Cajamarca,CAJAMARCA,LLACANORA,Municipalidad Distrital de Llacanora (MDLL)
Municipalidades,Otros,ANCASH,RECUAY,LLACLLIN,Municipalidad Distrital de Llacllin (MDLlacllin)
Municipalidades,Otros,PUNO,MELGAR,LLALLI,Municipalidad Distrital de Llalli
Municipalidades,Otros,Ancash,MARISCAL LUZURIAGA,LLAMA,Municipalidad Distrital de Llama - Ancash (MD-LLAMA)
Municipalidades,Otros,Cajamarca,CHOTA,LLAMA,Municipalidad Distrital de Llama - Cajamarca (MDLL)
Municipalidades,Otros,CAJAMARCA,SAN MIGUEL,LLAPA,Municipalidad Distrital de Llapa (MDLL)
Municipalidades,Otros,Ancash,PALLASCA,LLAPO,Municipalidad Distrital de Llapo
Municipalidades,Otros,Ayacucho,LUCANAS,LLAUTA,Municipalidad Distrital de Llauta
Municipalidades,Otros,JUNIN,SATIPO,LLAYLLA,Municipalidad Distrital de Llaylla (MDLlaylla)
Municipalidades,Otros,Ancash,OCROS,LLIPA,Municipalidad Distrital de Llipa (MD-LLIPA)
Municipalidades,Otros,ICA,PALPA,LLIPATA,Municipalidad Distrital de Llipata (MDLlipata)
Municipalidades,Otros,AYACUCHO,HUANTA,LLOCHEGUA,Municipalidad Distrital de Llochegua (MD-LLOCHEGUA)
Municipalidades,Otros,JUNIN,JAUJA,LLOCLLAPAMPA,Municipalidad Distrital de Llocllapampa
Municipalidades,Otros,MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,Municipalidad Distrital de Lloque
Municipalidades,Otros,Ancash,MARISCAL LUZURIAGA,LLUMPA,Municipalidad Distrital de Llumpa (MDLlumpa)
Municipalidades,Otros,Cusco,CHUMBIVILCAS,LLUSCO,Municipalidad Distrital de Llusco
Municipalidades,Otros,Arequipa,CAYLLOMA,LLUTA,Municipalidad Distrital de Lluta
Municipalidades,Otros,PIURA,TALARA,LOBITOS,Municipalidad Distrital de Lobitos (MDL)
Municipalidades,Otros,HUANCAVELICA,CHURCAMPA,LOCROJA,Municipalidad Distrital de Locroja (MD-Locroja)
Municipalidades,Otros,Arequipa,CARAVELI,LOMAS,Municipalidad Distrital de Lomas
Municipalidades,Otros,Amazonas,RODRIGUEZ DE MENDO,LONGAR,Municipalidad Distrital de Longar (MD-LONGAR)
Municipalidades,Otros,LA LIBERTAD,BOLIVAR,LONGOTEA,Municipalidad Distrital de Longotea
Municipalidades,Otros,Amazonas,LUYA,LONGUITA,Municipalidad Distrital de Longuita (MD-LONGUITA)
Municipalidades,Otros,Amazonas,LUYA,LONYA CHICO,Municipalidad Distrital de Lonya Chico (MD-LONYA CHICO)
Municipalidades,Otros,Amazonas,UTCUBAMBA,LONYA GRANDE,Municipalidad Distrital de Lonya Grande (MD-LONYA GRANDE)
Municipalidades,Otros,ICA,ICA,LOS AQUIJES,Municipalidad Distrital de Los Aquijes (MDLA)
Municipalidades,Otros,CAJAMARCA,CAJAMARCA,LOS BAÐOS DEL INCA,Municipalidad Distrital de Los Baños de Inca (MDBI)
Municipalidades,Otros,Ayacucho,CANGALLO,LOS MOROCHUCOS,Municipalidad Distrital de Los Morochucos
Municipalidades,Otros,LIMA,LIMA,LOS OLIVOS,Municipalidad Distrital de Los Olivos - LIMA (MDLO)
Municipalidades,Otros,PIURA,TALARA,LOS ORGANOS,Municipalidad Distrital de Los Organos (MDLO)
Municipalidades,Otros,AYACUCHO,LUCANAS,LUCANAS,Municipalidad Distrital de Lucanas (MD- LUCANAS)
Municipalidades,Otros,LA LIBERTAD,GRAN CHIMU,LUCMA,Municipalidad Distrital de Lucma (MDL)
Municipalidades,Otros,Ancash,MARISCAL LUZURIAGA,LUCMA,Municipalidad Distrital de Lucma (MuniLucma)
Municipalidades,Otros,Cusco,QUISPICANCHI,LUCRE,Municipalidad Distrital de Lucre
Municipalidades,Otros,AYACUCHO,LA MAR,LUIS CARRANZA,Municipalidad Distrital de Luis Carranza (MD-LuisCarranza)
Municipalidades,Otros,LIMA,CAÑETE,LUNAHUANA,Municipalidad Distrital de Lunahuaná (MDL)
Municipalidades,Otros,AYACUCHO,HUANTA,LURICOCHA,Municipalidad Distrital de Luricocha (MDL)
Municipalidades,Otros,LIMA,LIMA,LURIGANCHO,Municipalidad Distrital de Lurigancho (MDLCH)
Municipalidades,Otros,LIMA,LIMA,LURIN,Municipalidad Distrital de Lurín (munilurin)
Municipalidades,Otros,Amazonas,LUYA,LUYA,Municipalidad Distrital de Luya (MD-LUYA)
Municipalidades,Otros,Amazonas,LUYA,LUYA VIEJO,Municipalidad Distrital de Luya Viejo (MD-LUYA VIEJO)
Municipalidades,Otros,HUANUCO,LEONCIO PRADO,LUYANDO,Municipalidad Distrital de Luyando (MD-Luyando)
Municipalidades,Otros,AREQUIPA,CAYLLOMA,MACA,Municipalidad Distrital de Maca
Municipalidades,Otros,PUNO,MELGAR,MACARI,Municipalidad Distrital de Macari (MD-Macari)
Municipalidades,Otros,ANCASH,SANTA,MACATE,Municipalidad Distrital de Macate (MDMacate)
Municipalidades,Otros,Arequipa,CASTILLA,MACHAGUAY,Municipalidad Distrital de Machaguay
Municipalidades,Otros,LA LIBERTAD,OTUZCO,MACHE,Municipalidad Distrital de Mache
Municipalidades,Otros,CUSCO,URUBAMBA,MACHUPICCHU,Municipalidad Distrital de Machupicchu (MD - MACHUPICCHU)
Municipalidades,Otros,LIMA,YAUYOS,MADEAN,Municipalidad Distrital de Madean
Municipalidades,Otros,MADRE DE DIOS,MANU,MADRE DE DIOS,Municipalidad Distrital de Madre de Dios
Municipalidades,Otros,AREQUIPA,CAYLLOMA,MADRIGAL,Municipalidad Distrital de Madrigal
Municipalidades,Otros,Cajamarca,CAJAMARCA,MAGDALENA,Municipalidad Distrital de Magdalena - CAJAMARCA
Municipalidades,Otros,Amazonas,CHACHAPOYAS,MAGDALENA,Municipalidad Distrital de Magdalena - CHACHAPOYAS (MD-MAGDALENA)
Municipalidades,Otros,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,Municipalidad Distrital de Magdalena de Cao (MDMC)
Municipalidades,Otros,LIMA,LIMA,MAGDALENA DEL MAR,Municipalidad Distrital de Magdalena del Mar - LIMA (MDMM)
Municipalidades,Otros,AREQUIPA,CAYLLOMA,MAJES,Municipalidad Distrital de Majes (MD-Majes)
Municipalidades,Otros,LIMA,CAÐETE,MALA,Municipalidad Distrital de MALA (MDM)
Municipalidades,Otros,Apurimac,GRAU,MAMARA,Municipalidad Distrital de Mamara (MDMamara)
Municipalidades,Otros,UCAYALI,CORONEL PORTILLO,MANANTAY,Municipalidad Distrital de Manantay (MD - MANANTAY)
Municipalidades,Otros,LIMA,CAJATAMBO,MANAS,Municipalidad Distrital de Manas (MDM)
Municipalidades,Otros,PUNO,PUNO,MAÑAZO,Municipalidad Distrital de Mañazo (MDM)
Municipalidades,Otros,PIURA,TALARA,MANCORA,Municipalidad Distrital de Mancora (MDMancora)
Municipalidades,Otros,ANCASH,YUNGAY,MANCOS,Municipalidad Distrital de Mancos (MD-Mancos)
Municipalidades,Otros,Ancash,BOLOGNESI,MANGAS,Municipalidad Distrital de Mangas (MD-MANGAS)
Municipalidades,Otros,LORETO,Datem del Maranón,Manseriche,Municipalidad Distrital de Manseriche (MD-MANSERICHE)
Municipalidades,Otros,HUANCAVELICA,HUANCAVELICA,MANTA,Municipalidad Distrital de Manta (MD-Manta)
Municipalidades,Otros,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,Municipalidad Distrital de Manuel Antonio Mesones Muro (MDMAMM)
Municipalidades,Otros,JUNIN,CONCEPCION,MANZANARES,Municipalidad Distrital de Manzanares (MDManzanares)
Municipalidades,Otros,LORETO,REQUENA,MAQUIA,Municipalidad Distrital de Maquia
Municipalidades,Otros,Apurimac,COTABAMBAS,MARA,Municipalidad Distrital de Mara (MDM)
Municipalidades,Otros,Cusco,CANCHIS,MARANGANI,Municipalidad Distrital de Maranganí (M.D.M)
Municipalidades,Otros,Cusco,LA CONVENCION,MARANURA,Municipalidad Distrital de Maranura (MD-MARANURA)
Municipalidades,Otros,Cusco,URUBAMBA,MARAS,Municipalidad Distrital de Maras (MDM)
Municipalidades,Otros,ANCASH,RECUAY,MARCA,Municipalidad Distrital de Marca (MDM)
Municipalidades,Otros,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,Municipalidad Distrital de Marcabal (MDMarcabal)
Municipalidades,Otros,Ayacucho,PAUCAR DEL SARA SARA,MARCABAMBA,Municipalidad Distrital de Marcabamba (MDM)
Municipalidades,Otros,Cusco,QUISPICANCHI,MARCAPATA,Municipalidad Distrital de Marcapata
Municipalidades,Otros,JUNIN,YAULI,MARCAPOMACOCHA,Municipalidad Distrital de Marcapomacocha
Municipalidades,Otros,ANCASH,CARHUAZ,MARCARA,Municipalidad Distrital de Marcara (MDMarcara)
Municipalidades,Otros,HUANCAVELICA,ACOBAMBA,MARCAS,Municipalidad Distrital de Marcas (MD-Marcas)
Municipalidades,Otros,PIURA,SULLANA,MARCAVELICA,Municipalidad Distrital de Marcavelica (MDM)
Municipalidades,Otros,JUNIN,JAUJA,MARCO,Municipalidad Distrital de Marco (MDM)
Municipalidades,Otros,ICA,NAZCA,MARCONA,Municipalidad Distrital de Marcona (MDM)
Municipalidades,Otros,HUANUCO,HUANUCO,MARGOS,Municipalidad Distrital de Margos (MD-Margos)
Municipalidades,Otros,AMAZONAS,LUYA,MARIA,Municipalidad Distrital de María (MD-MARIA)
